2021-01-26-01-07-25,EtaZero-100-PolicyValRGCN-0-2021-01-25-21-54-54,"1/aaaaaaa/ebgbagf.dgccage.dcadbbc.efcaegb.fdfdccd.eefbfgg.aadfbae|0,0;6,6/0,6/0,5;5,6/0,4/0,3/0,1/1,0;4,6/3,6/1,1/0,2/6,0;6,5/1,2/5,0/4,0/1,3/6,4/6,3/1,4;6,1/5,5/3,0;5,1/4,1/2,6;4,5/3,1/6,2/1,5;3,5/5,4/1,6/4,4/2,5/2,4;5,3/2,3/2,2/2,0;4,3/2,1/3,4/3,3/3,2/4,2;5,2"
2021-01-26-01-08-36,EtaZero-100-PolicyValRGCN-0-2021-01-25-21-54-54,"1/aaaaaaa/cbdbgfe.gefdfee.adaedcb.fcfcadb.bggdecc.aaaaebd.bfgcggf|0,6/6,6/0,5/0,0/0,4;1,0/0,3/0,1/1,1;1,6/2,6/5,6/6,5/3,6;5,5/2,0/1,5/2,5/0,2;3,5/1,2;3,0/1,3;2,1/2,2/4,0;6,0/6,1/6,4/2,3;5,4/1,4/3,1;4,6/5,0/6,2/4,5;6,3/4,4/4,1/3,4/3,3/2,4;4,3/5,1/5,2;5,3/3,2/4,2"
2021-01-26-01-09-35,EtaZero-100-PolicyValRGCN-0-2021-01-25-21-54-54,"1/aaaaaaa/fggeaec.fcggbbb.dbdefcg.ecfcbba.dcabcad.daeffdg.faedgea|0,6/0,0/0,1/1,0/2,0/3,0/6,0/6,1;6,6/0,5;6,2/4,0;6,3/0,4/6,4/0,2;5,6/6,5/0,3/5,0;5,5/1,6/4,6/3,6;4,5/5,4/1,5/1,1;4,4/1,4;2,1;3,5/3,1/4,1/5,3/3,4;4,3"
2021-01-26-01-10-33,EtaZero-100-PolicyValRGCN-0-2021-01-25-21-54-54,"1/aaaaaaa/gfegabd.geafbbd.fegafdg.dfcceeb.cecddga.bgacacb.bdfecfa|0,0/6,0/6,6/6,1/5,6/4,6/0,1;6,2/0,2/0,3;1,0/3,6/0,4/1,1;6,3/0,5/2,0;6,5/3,0/4,0;5,5;6,4/4,5/1,2/0,6/5,0/1,6/1,5/2,1/3,5/2,2;2,6;5,1"
2021-01-26-01-11-50,EtaZero-100-PolicyValRGCN-0-2021-01-25-21-54-54,"1/aaaaaaa/agdeceb.bfdfefc.cadegdb.cafgaee.gbgdgdc.cbfcffa.dbabega|0,0;6,6/0,6/0,5/0,1;6,5/0,4/5,6/0,2/4,6/3,6;6,4/0,3/1,0;2,6/1,1/6,0/1,2/6,1;6,3/5,5/4,5/1,3/6,2/3,5/2,0/3,0/2,5/5,4/4,0;4,4/1,6;5,3/1,4/3,4/4,3/5,2/3,3/5,1/2,4/2,3/1,5/2,2/5,0/4,2/3,2/2,1/3,1/4,1"
2021-01-26-01-12-50,EtaZero-100-PolicyValRGCN-0-2021-01-25-21-54-54,"1/aaaaaaa/gcgfegb.dbcgaaa.dgeccdb.cdcabbf.befaegc.agedbfa.fdefdef|0,0/6,6/6,5/1,0;6,4/6,0;6,3/2,0;6,1/5,0/6,2/3,0/5,1/0,6/1,6/0,5/0,4;5,2/2,6;4,0/0,3/5,6/3,6;5,5/4,6/5,3/0,2/4,5/3,5/4,1/4,2/2,5;3,1"
2021-01-26-01-13-57,EtaZero-100-PolicyValRGCN-0-2021-01-25-21-54-54,"1/aaaaaaa/fadbfec.gabdfff.dabgccf.eddcfga.aeedcge.dagegag.bbccebb|6,0;6,6/5,6/6,1;6,5/0,6;6,2/6,3/0,5;4,6;6,4/0,4/0,0/0,1;3,6/0,2/5,5/0,3/5,4/5,0/4,0/3,0/5,1/5,3/2,0/5,2/1,0/1,6;2,6/1,1/2,1/4,5/3,1/1,2/2,2/1,3;3,2/4,1/1,4/2,3;3,5/2,4;2,5;3,3/4,2"
2021-01-26-01-15-13,EtaZero-100-PolicyValRGCN-0-2021-01-25-21-54-54,"1/aaaaaaa/fgacefg.agfcefb.dbdgdda.ebacfab.ebgeefd.cagbccc.dfdbgae|0,0/6,6/0,1/0,2;6,5/0,3;5,6/0,4/4,6/0,6/5,5/0,5/1,6/4,5/6,0/2,6/3,6/1,5/3,5/1,0/5,0/1,1/4,0/1,2/1,3/3,0/2,0/2,1/1,4/6,4/2,2/6,3/6,2/6,1/5,1/5,4/2,3;5,2/3,1;5,3/2,4;2,5"
2021-01-26-01-16-25,EtaZero-100-PolicyValRGCN-0-2021-01-25-21-54-54,"1/aaaaaaa/cbfbaae.geafgdc.efbdedg.efaggfb.dcdbbae.gdcbacd.fecacfg|0,6/0,0/1,0;6,6/0,1/1,1/1,6/6,5/2,6/2,0/3,6/3,0;4,6/0,2;2,1;6,0/4,0/0,5;1,2/2,2/1,5;5,6/6,1/5,5;6,2;6,4/5,4/5,0/2,5/3,1;3,5/3,2/0,3/4,1/4,2;5,1/0,4/1,3/1,4/2,4/3,4/6,3/5,3/5,2/4,3/3,3/4,5/4,4/2,3"
2021-01-26-01-17-39,EtaZero-100-PolicyValRGCN-0-2021-01-25-21-54-54,"1/aaaaaaa/gbbeadd.eebfdda.bbdfffg.abegegf.aacaccc.cddgfga.cbecefg|6,0/6,1/0,0/1,0;6,2/0,1;2,0/5,0;6,3/1,1;6,4/5,1/6,5/0,2;2,1/5,2/5,3;6,6/0,6/5,4/1,6/2,6;5,5/0,5/0,4/3,6/1,5/4,6/1,4/4,0/1,2/2,2/2,5/3,0;4,1/4,2;4,5/5,6/2,4/3,1/4,4/0,3/3,2/1,3/2,3/3,3;3,5/3,4/4,3"
2021-01-26-01-17-54,EtaZero-100-PolicyValRGCN-0-2021-01-25-21-54-54,"1/aaaaa/ebcdb.caebe.acaeb.abadd.dcedc|0,0/0,1;0,4/0,2;1,0;4,4/0,3/3,4;4,3/3,3;4,0/1,1;2,0;3,0/2,4/2,1;4,1"
